ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,SalesOrderNumber,Sales
598,20220120,20220201,20220127,17511,SO51563,540
528,20220120,20220201,20220127,17511,SO51563,5
535,20220120,20220201,20220127,17511,SO51563,25
480,20220120,20220201,20220127,17511,SO51563,2
586,20220120,20220201,20220127,26309,SO51564,742
482,20220120,20220201,20220127,26309,SO51564,9
560,20220120,20220201,20220127,25085,SO51565,1215
477,20220120,20220201,20220127,25085,SO51565,5
479,20220120,20220201,20220127,25085,SO51565,9
576,20220120,20220201,20220127,24414,SO51566,2384
477,20220120,20220201,20220127,24414,SO51566,5
479,20220120,20220201,20220127,24414,SO51566,9
604,20220120,20220201,20220127,15276,SO51567,540
538,20220120,20220201,20220127,15276,SO51567,21
480,20220120,20220201,20220127,15276,SO51567,2
605,20220120,20220201,20220127,21448,SO51568,540
463,20220120,20220201,20220127,21448,SO51568,24
584,20220120,20220201,20220127,15017,SO51569,540
479,20220120,20220201,20220127,15017,SO51569,9
477,20220120,20220201,20220127,15017,SO51569,5
491,20220120,20220201,20220127,15017,SO51569,54
606,20220120,20220201,20220127,22459,SO51570,540
560,20220121,20220202,20220128,14046,SO51571,1215
491,20220121,20220202,20220128,14046,SO51571,54
378,20220121,20220202,20220128,23759,SO51572,2443
540,20220121,20220202,20220128,23759,SO51572,33
359,20220121,20220202,20220128,11238,SO51573,2295
222,20220121,20220202,20220128,11238,SO51573,35
378,20220121,20220202,20220128,16291,SO51574,2443
217,20220121,20220202,20220128,16291,SO51574,35
376,20220121,20220202,20220128,22323,SO51575,2443
357,20220121,20220202,20220128,11481,SO51576,2320
487,20220121,20220202,20220128,11481,SO51576,55
355,20220121,20220202,20220128,11042,SO51577,2320
584,20220121,20220202,20220128,27744,SO51578,540
529,20220121,20220202,20220128,27744,SO51578,4
538,20220121,20220202,20220128,27744,SO51578,21
489,20220121,20220202,20220128,27744,SO51578,54
467,20220121,20220202,20220128,27744,SO51578,24
606,20220121,20220202,20220128,26656,SO51579,540
477,20220121,20220202,20220128,26656,SO51579,5
479,20220121,20220202,20220128,26656,SO51579,9
225,20220121,20220202,20220128,26656,SO51579,9
604,20220121,20220202,20220128,18900,SO51580,540
479,20220121,20220202,20220128,18900,SO51580,9
477,20220121,20220202,20220128,18900,SO51580,5
361,20220121,20220202,20220128,11007,SO51581,2295
528,20220121,20220202,20220128,11007,SO51581,5
537,20220121,20220202,20220128,11007,SO51581,35
485,20220121,20220202,20220128,11007,SO51581,22
222,20220121,20220202,20220128,11007,SO51581,35
363,20220121,20220202,20220128,11052,SO51582,2295
528,20220121,20220202,20220128,11052,SO51582,5
537,20220121,20220202,20220128,11052,SO51582,35
480,20220121,20220202,20220128,11052,SO51582,2
604,20220121,20220202,20220128,16015,SO51583,540
217,20220121,20220202,20220128,16015,SO51583,35
605,20220121,20220202,20220128,22274,SO51584,540
217,20220121,20220202,20220128,22274,SO51584,35
382,20220121,20220202,20220128,19240,SO51585,1120
214,20220121,20220202,20220128,19240,SO51585,35
374,20220122,20220203,20220129,18207,SO51586,2443
479,20220122,20220203,20220129,18207,SO51586,9
477,20220122,20220203,20220129,18207,SO51586,5
489,20220122,20220203,20220129,18207,SO51586,54
378,20220122,20220203,20220129,25780,SO51587,2443
529,20220122,20220203,20220129,25780,SO51587,4
540,20220122,20220203,20220129,25780,SO51587,33
376,20220122,20220203,20220129,25769,SO51588,2443
529,20220122,20220203,20220129,25769,SO51588,4
540,20220122,20220203,20220129,25769,SO51588,33
222,20220122,20220203,20220129,25769,SO51588,35
359,20220122,20220203,20220129,11401,SO51589,2295
487,20220122,20220203,20220129,11401,SO51589,55
467,20220122,20220203,20220129,11401,SO51589,24
355,20220122,20220203,20220129,11271,SO51590,2320
528,20220122,20220203,20220129,11271,SO51590,5
537,20220122,20220203,20220129,11271,SO51590,35
214,20220122,20220203,20220129,11271,SO51590,35
353,20220122,20220203,20220129,11175,SO51591,2320
485,20220122,20220203,20220129,11175,SO51591,22
359,20220122,20220203,20220129,11082,SO51592,2295
537,20220122,20220203,20220129,11082,SO51592,35
357,20220122,20220203,20220129,11036,SO51593,2320
217,20220122,20220203,20220129,11036,SO51593,35
359,20220122,20220203,20220129,11104,SO51594,2295
537,20220122,20220203,20220129,11104,SO51594,35
528,20220122,20220203,20220129,11104,SO51594,5
355,20220122,20220203,20220129,11004,SO51595,2320
485,20220122,20220203,20220129,11004,SO51595,22
214,20220122,20220203,20220129,11004,SO51595,35
560,20220122,20220203,20220129,25087,SO51596,1215
217,20220122,20220203,20220129,25087,SO51596,35
355,20220122,20220203,20220129,11453,SO51597,2320
487,20220122,20220203,20220129,11453,SO51597,55
484,20220122,20220203,20220129,11453,SO51597,8
562,20220122,20220203,20220129,24404,SO51598,2384
576,20220122,20220203,20220129,24405,SO51599,2384
222,20220122,20220203,20220129,24405,SO51599,35
604,20220122,20220203,20220129,22262,SO51600,540
584,20220122,20220203,20220129,25608,SO51601,540
575,20220122,20220203,20220129,11439,SO51602,2384
214,20220122,20220203,20220129,11439,SO51602,35
579,20220122,20220203,20220129,29401,SO51603,1215
225,20220122,20220203,20220129,29401,SO51603,9
355,20220123,20220204,20220130,11246,SO51604,2320
478,20220123,20220204,20220130,11246,SO51604,10
583,20220123,20220204,20220130,21056,SO51605,1701
539,20220123,20220204,20220130,21056,SO51605,25
529,20220123,20220204,20220130,21056,SO51605,4
222,20220123,20220204,20220130,21056,SO51605,35
582,20220123,20220204,20220130,21039,SO51606,1701
580,20220123,20220204,20220130,16799,SO51607,1701
587,20220123,20220204,20220130,13744,SO51608,769
484,20220123,20220204,20220130,13744,SO51608,8
590,20220123,20220204,20220130,13746,SO51609,769
528,20220123,20220204,20220130,13746,SO51609,5
536,20220123,20220204,20220130,13746,SO51609,30
480,20220123,20220204,20220130,13746,SO51609,2
363,20220123,20220204,20220130,11021,SO51610,2295
485,20220123,20220204,20220130,11021,SO51610,22
487,20220123,20220204,20220130,11021,SO51610,55
584,20220123,20220204,20220130,18902,SO51611,540
479,20220123,20220204,20220130,18902,SO51611,9
477,20220123,20220204,20220130,18902,SO51611,5
488,20220123,20220204,20220130,18902,SO51611,54
355,20220123,20220204,20220130,11005,SO51612,2320
537,20220123,20220204,20220130,11005,SO51612,35
528,20220123,20220204,20220130,11005,SO51612,5
480,20220123,20220204,20220130,11005,SO51612,2
586,20220123,20220204,20220130,16098,SO51613,742
479,20220123,20220204,20220130,16098,SO51613,9
477,20220123,20220204,20220130,16098,SO51613,5
586,20220123,20220204,20220130,26308,SO51614,742
490,20220123,20220204,20220130,26308,SO51614,54
563,20220123,20220204,20220130,24420,SO51615,2384
482,20220123,20220204,20220130,24420,SO51615,9
606,20220123,20220204,20220130,21466,SO51616,540
479,20220123,20220204,20220130,21466,SO51616,9
477,20220123,20220204,20220130,21466,SO51616,5
480,20220123,20220204,20220130,21466,SO51616,2
605,20220123,20220204,20220130,22441,SO51617,540
479,20220123,20220204,20220130,22441,SO51617,9
477,20220123,20220204,20220130,22441,SO51617,5
214,20220123,20220204,20220130,22441,SO51617,35
225,20220123,20220204,20220130,22441,SO51617,9
604,20220123,20220204,20220130,28757,SO51618,540
583,20220124,20220205,20220131,20832,SO51619,1701
231,20220124,20220205,20220131,20832,SO51619,50
583,20220124,20220205,20220131,21040,SO51620,1701
539,20220124,20220205,20220131,21040,SO51620,25
529,20220124,20220205,20220131,21040,SO51620,4
488,20220124,20220205,20220131,21040,SO51620,54
590,20220124,20220205,20220131,17949,SO51621,769
237,20220124,20220205,20220131,17949,SO51621,50
597,20220124,20220205,20220131,14927,SO51622,540
485,20220124,20220205,20220131,14927,SO51622,22
228,20220124,20220205,20220131,14927,SO51622,50
378,20220124,20220205,20220131,22445,SO51623,2443
540,20220124,20220205,20220131,22445,SO51623,33
529,20220124,20220205,20220131,22445,SO51623,4
480,20220124,20220205,20220131,22445,SO51623,2
484,20220124,20220205,20220131,22445,SO51623,8
372,20220124,20220205,20220131,21857,SO51624,2443
225,20220124,20220205,20220131,21857,SO51624,9
214,20220124,20220205,20220131,21857,SO51624,35
593,20220124,20220205,20220131,18957,SO51625,565
485,20220124,20220205,20220131,18957,SO51625,22
480,20220124,20220205,20220131,18957,SO51625,2
593,20220124,20220205,20220131,15554,SO51626,565
478,20220124,20220205,20220131,15554,SO51626,10
563,20220124,20220205,20220131,28206,SO51627,2384
477,20220124,20220205,20220131,28206,SO51627,5
479,20220124,20220205,20220131,28206,SO51627,9
584,20220124,20220205,20220131,19269,SO51628,540
355,20220124,20220205,20220131,11444,SO51629,2320
485,20220124,20220205,20220131,11444,SO51629,22
217,20220124,20220205,20220131,11444,SO51629,35
382,20220124,20220205,20220131,19199,SO51630,1120
479,20220124,20220205,20220131,19199,SO51630,9
477,20220124,20220205,20220131,19199,SO51630,5
386,20220124,20220205,20220131,19211,SO51631,1120
384,20220124,20220205,20220131,19422,SO51632,1120
382,20220124,20220205,20220131,19326,SO51633,1120
565,20220124,20220205,20220131,14264,SO51634,742
479,20220124,20220205,20220131,14264,SO51634,9
378,20220125,20220206,20220201,18242,SO51635,2443
540,20220125,20220206,20220201,18242,SO51635,33
471,20220125,20220206,20220201,18242,SO51635,64
529,20220125,20220206,20220201,18242,SO51635,4
380,20220125,20220206,20220201,18238,SO51636,2443
479,20220125,20220206,20220201,18238,SO51636,9
581,20220125,20220206,20220201,24102,SO51637,1701
490,20220125,20220206,20220201,24102,SO51637,54
463,20220125,20220206,20220201,24102,SO51637,24
588,20220125,20220206,20220201,13778,SO51638,769
237,20220125,20220206,20220201,13778,SO51638,50
590,20220125,20220206,20220201,15630,SO51639,769
536,20220125,20220206,20220201,15630,SO51639,30
528,20220125,20220206,20220201,15630,SO51639,5
480,20220125,20220206,20220201,15630,SO51639,2
590,20220125,20220206,20220201,20722,SO51640,769
231,20220125,20220206,20220201,20722,SO51640,50
359,20220125,20220206,20220201,11339,SO51641,2295
214,20220125,20220206,20220201,11339,SO51641,35
355,20220125,20220206,20220201,12384,SO51642,2320
487,20220125,20220206,20220201,12384,SO51642,55
490,20220125,20220206,20220201,12384,SO51642,54
374,20220125,20220206,20220201,19361,SO51643,2443
222,20220125,20220206,20220201,19361,SO51643,35
374,20220125,20220206,20220201,12131,SO51644,2443
594,20220125,20220206,20220201,15552,SO51645,565
478,20220125,20220206,20220201,15552,SO51645,10
477,20220125,20220206,20220201,15552,SO51645,5
472,20220125,20220206,20220201,15552,SO51645,64
359,20220125,20220206,20220201,11064,SO51646,2295
478,20220125,20220206,20220201,11064,SO51646,10
363,20220125,20220206,20220201,11144,SO51647,2295
487,20220125,20220206,20220201,11144,SO51647,55
237,20220125,20220206,20220201,11144,SO51647,50
363,20220125,20220206,20220201,11145,SO51648,2295
478,20220125,20220206,20220201,11145,SO51648,10
477,20220125,20220206,20220201,11145,SO51648,5
359,20220125,20220206,20220201,11124,SO51649,2295
478,20220125,20220206,20220201,11124,SO51649,10
477,20220125,20220206,20220201,11124,SO51649,5
361,20220125,20220206,20220201,11011,SO51650,2295
357,20220125,20220206,20220201,11077,SO51651,2320
487,20220125,20220206,20220201,11077,SO51651,55
353,20220125,20220206,20220201,11450,SO51652,2320
528,20220125,20220206,20220201,11450,SO51652,5
537,20220125,20220206,20220201,11450,SO51652,35
480,20220125,20220206,20220201,11450,SO51652,2
484,20220125,20220206,20220201,11450,SO51652,8
562,20220125,20220206,20220201,29137,SO51653,2384
214,20220125,20220206,20220201,29137,SO51653,35
561,20220125,20220206,20220201,24433,SO51654,2384
541,20220125,20220206,20220201,24433,SO51654,29
530,20220125,20220206,20220201,24433,SO51654,5
467,20220125,20220206,20220201,24433,SO51654,24
606,20220125,20220206,20220201,21576,SO51655,540
479,20220125,20220206,20220201,21576,SO51655,9
605,20220125,20220206,20220201,24661,SO51656,540
472,20220125,20220206,20220201,24661,SO51656,64
386,20220125,20220206,20220201,19169,SO51657,1120
237,20220125,20220206,20220201,19169,SO51657,50
564,20220125,20220206,20220201,14189,SO51658,2384
217,20220125,20220206,20220201,14189,SO51658,35
572,20220125,20220206,20220201,14275,SO51659,742
479,20220125,20220206,20220201,14275,SO51659,9
353,20220126,20220207,20220202,12461,SO51660,2320
478,20220126,20220207,20220202,12461,SO51660,10
477,20220126,20220207,20220202,12461,SO51660,5
217,20220126,20220207,20220202,12461,SO51660,35
582,20220126,20220207,20220202,20837,SO51661,1701
539,20220126,20220207,20220202,20837,SO51661,25
529,20220126,20220207,20220202,20837,SO51661,4
222,20220126,20220207,20220202,20837,SO51661,35
380,20220126,20220207,20220202,26382,SO51662,2443
374,20220126,20220207,20220202,16327,SO51663,2443
479,20220126,20220207,20220202,16327,SO51663,9
477,20220126,20220207,20220202,16327,SO51663,5
225,20220126,20220207,20220202,16327,SO51663,9
587,20220126,20220207,20220202,13742,SO51664,769
536,20220126,20220207,20220202,13742,SO51664,30
477,20220126,20220207,20220202,13742,SO51664,5
480,20220126,20220207,20220202,13742,SO51664,2
353,20220126,20220207,20220202,11252,SO51665,2320
485,20220126,20220207,20220202,11252,SO51665,22
605,20220126,20220207,20220202,19264,SO51666,540
477,20220126,20220207,20220202,19264,SO51666,5
479,20220126,20220207,20220202,19264,SO51666,9
357,20220126,20220207,20220202,11069,SO51667,2320
353,20220126,20220207,20220202,11101,SO51668,2320
483,20220126,20220207,20220202,11101,SO51668,120
225,20220126,20220207,20220202,26306,SO51669,9
572,20220126,20220207,20220202,26306,SO51669,742
561,20220126,20220207,20220202,24421,SO51670,2384
225,20220126,20220207,20220202,24421,SO51670,9
489,20220126,20220207,20220202,24421,SO51670,54
604,20220126,20220207,20220202,22398,SO51671,540
374,20220127,20220208,20220203,19435,SO51672,2443
479,20220127,20220208,20220203,19435,SO51672,9
477,20220127,20220208,20220203,19435,SO51672,5
380,20220127,20220208,20220203,16400,SO51673,2443
540,20220127,20220208,20220203,16400,SO51673,33
529,20220127,20220208,20220203,16400,SO51673,4
222,20220127,20220208,20220203,16400,SO51673,35
374,20220127,20220208,20220203,23597,SO51674,2443
529,20220127,20220208,20220203,23597,SO51674,4
540,20220127,20220208,20220203,23597,SO51674,33
480,20220127,20220208,20220203,23597,SO51674,2
598,20220127,20220208,20220203,15548,SO51675,540
478,20220127,20220208,20220203,15548,SO51675,10
477,20220127,20220208,20220203,15548,SO51675,5
374,20220127,20220208,20220203,20037,SO51676,2443
540,20220127,20220208,20220203,20037,SO51676,33
483,20220127,20220208,20220203,20037,SO51676,120
355,20220127,20220208,20220203,11290,SO51677,2320
214,20220127,20220208,20220203,11290,SO51677,35
363,20220127,20220208,20220203,11224,SO51678,2295
214,20220127,20220208,20220203,11224,SO51678,35
361,20220127,20220208,20220203,11090,SO51679,2295
487,20220127,20220208,20220203,11090,SO51679,55
463,20220127,20220208,20220203,11090,SO51679,24
585,20220127,20220208,20220203,12281,SO51680,742
214,20220127,20220208,20220203,12281,SO51680,35
565,20220127,20220208,20220203,12272,SO51681,742
479,20220127,20220208,20220203,12272,SO51681,9
357,20220127,20220208,20220203,11057,SO51682,2320
359,20220127,20220208,20220203,11095,SO51683,2295
478,20220127,20220208,20220203,11095,SO51683,10
477,20220127,20220208,20220203,11095,SO51683,5
489,20220127,20220208,20220203,11095,SO51683,54
359,20220127,20220208,20220203,11451,SO51684,2295
485,20220127,20220208,20220203,11451,SO51684,22
478,20220127,20220208,20220203,11451,SO51684,10
477,20220127,20220208,20220203,11451,SO51684,5
217,20220127,20220208,20220203,11451,SO51684,35
388,20220127,20220208,20220203,19201,SO51685,1120
584,20220127,20220208,20220203,21013,SO51686,540
479,20220127,20220208,20220203,21013,SO51686,9
575,20220127,20220208,20220203,14181,SO51687,2384
214,20220127,20220208,20220203,14181,SO51687,35
225,20220127,20220208,20220203,14181,SO51687,9
560,20220127,20220208,20220203,16310,SO51688,1215
222,20220127,20220208,20220203,16310,SO51688,35
577,20220127,20220208,20220203,26825,SO51689,1215
477,20220127,20220208,20220203,26825,SO51689,5
479,20220127,20220208,20220203,26825,SO51689,9
374,20220128,20220209,20220204,18301,SO51876,2443
217,20220128,20220209,20220204,18301,SO51876,35
357,20220128,20220209,20220204,11409,SO51877,2320
528,20220128,20220209,20220204,11409,SO51877,5
537,20220128,20220209,20220204,11409,SO51877,35
214,20220128,20220209,20220204,11409,SO51877,35
353,20220128,20220209,20220204,11468,SO51878,2320
225,20220128,20220209,20220204,28788,SO51879,9
479,20220128,20220209,20220204,12204,SO51880,9
477,20220128,20220209,20220204,12204,SO51880,5
481,20220128,20220209,20220204,12204,SO51880,9
528,20220128,20220209,20220204,21407,SO51881,5
537,20220128,20220209,20220204,21407,SO51881,35
480,20220128,20220209,20220204,21407,SO51881,2
530,20220128,20220209,20220204,27688,SO51882,5
480,20220128,20220209,20220204,27688,SO51882,2
486,20220128,20220209,20220204,27688,SO51882,159
217,20220128,20220209,20220204,15138,SO51883,35
541,20220128,20220209,20220204,16338,SO51884,29
530,20220128,20220209,20220204,16338,SO51884,5
467,20220128,20220209,20220204,16338,SO51884,24
480,20220128,20220209,20220204,15640,SO51885,2
480,20220128,20220209,20220204,18293,SO51886,2
488,20220128,20220209,20220204,11530,SO51887,54
465,20220128,20220209,20220204,11530,SO51887,24
529,20220128,20220209,20220204,29079,SO51888,4
214,20220128,20220209,20220204,29079,SO51888,35
473,20220128,20220209,20220204,29079,SO51888,64
538,20220128,20220209,20220204,27659,SO51889,21
490,20220128,20220209,20220204,27659,SO51889,54
540,20220128,20220209,20220204,15571,SO51890,33
480,20220128,20220209,20220204,15571,SO51890,2
540,20220128,20220209,20220204,24940,SO51891,33
480,20220128,20220209,20220204,24940,SO51891,2
540,20220128,20220209,20220204,24293,SO51892,33
480,20220128,20220209,20220204,24293,SO51892,2
536,20220128,20220209,20220204,23556,SO51893,30
540,20220128,20220209,20220204,14567,SO51894,33
529,20220128,20220209,20220204,14567,SO51894,4
217,20220128,20220209,20220204,14567,SO51894,35
463,20220128,20220209,20220204,14567,SO51894,24
540,20220128,20220209,20220204,24994,SO51895,33
480,20220128,20220209,20220204,24994,SO51895,2
536,20220128,20220209,20220204,15856,SO51896,30
528,20220128,20220209,20220204,15856,SO51896,5
480,20220128,20220209,20220204,15856,SO51896,2
477,20220128,20220209,20220204,13199,SO51897,5
478,20220128,20220209,20220204,13199,SO51897,10
484,20220128,20220209,20220204,13199,SO51897,8
478,20220128,20220209,20220204,15507,SO51898,10
477,20220128,20220209,20220204,15507,SO51898,5
488,20220128,20220209,20220204,15507,SO51898,54
477,20220128,20220209,20220204,16982,SO51899,5
214,20220128,20220209,20220204,16982,SO51899,35
234,20220128,20220209,20220204,16982,SO51899,50
528,20220128,20220209,20220204,14870,SO51900,5
485,20220128,20220209,20220204,14870,SO51900,22
228,20220128,20220209,20220204,14870,SO51900,50
225,20220128,20220209,20220204,14870,SO51900,9
537,20220128,20220209,20220204,15703,SO51901,35
528,20220128,20220209,20220204,15703,SO51901,5
222,20220128,20220209,20220204,15703,SO51901,35
476,20220128,20220209,20220204,13571,SO51902,70
463,20220128,20220209,20220204,13571,SO51902,24
231,20220128,20220209,20220204,13571,SO51902,50
539,20220128,20220209,20220204,19344,SO51903,25
480,20220128,20220209,20220204,19344,SO51903,2
486,20220128,20220209,20220204,19344,SO51903,159
529,20220128,20220209,20220204,14204,SO51904,4
540,20220128,20220209,20220204,14204,SO51904,33
217,20220128,20220209,20220204,14204,SO51904,35
529,20220128,20220209,20220204,23941,SO51905,4
217,20220128,20220209,20220204,23941,SO51905,35
541,20220128,20220209,20220204,23962,SO51906,29
530,20220128,20220209,20220204,16192,SO51907,5
463,20220128,20220209,20220204,16192,SO51907,24
538,20220128,20220209,20220204,12392,SO51908,21
529,20220128,20220209,20220204,12392,SO51908,4
530,20220128,20220209,20220204,11566,SO51909,5
234,20220128,20220209,20220204,11566,SO51909,50
537,20220128,20220209,20220204,14079,SO51910,35
480,20220128,20220209,20220204,14079,SO51910,2
537,20220128,20220209,20220204,11746,SO51911,35
528,20220128,20220209,20220204,11746,SO51911,5
480,20220128,20220209,20220204,11746,SO51911,2
537,20220128,20220209,20220204,13015,SO51912,35
485,20220128,20220209,20220204,14329,SO51913,22
477,20220128,20220209,20220204,14329,SO51913,5
478,20220128,20220209,20220204,14329,SO51913,10
487,20220128,20220209,20220204,14329,SO51913,55
374,20220128,20220209,20220204,22895,SO51914,2443
484,20220128,20220209,20220204,22895,SO51914,8
380,20220128,20220209,20220204,20200,SO51915,2443
529,20220128,20220209,20220204,20200,SO51915,4
540,20220128,20220209,20220204,20200,SO51915,33
359,20220128,20220209,20220204,11693,SO51916,2295
573,20220128,20220209,20220204,28311,SO51917,2384
479,20220128,20220209,20220204,28311,SO51917,9
606,20220128,20220209,20220204,22330,SO51918,540
479,20220128,20220209,20220204,22330,SO51918,9
477,20220128,20220209,20220204,22330,SO51918,5
487,20220128,20220209,20220204,22330,SO51918,55
606,20220128,20220209,20220204,22284,SO51919,540
538,20220128,20220209,20220204,22284,SO51919,21
529,20220128,20220209,20220204,22284,SO51919,4
217,20220128,20220209,20220204,22284,SO51919,35
386,20220128,20220209,20220204,19413,SO51920,1120
539,20220128,20220209,20220204,19413,SO51920,25
577,20220128,20220209,20220204,16392,SO51921,1215
214,20220128,20220209,20220204,16392,SO51921,35
382,20220129,20220210,20220205,24611,SO51922,1120
471,20220129,20220210,20220205,24611,SO51922,64
222,20220129,20220210,20220205,24611,SO51922,35
355,20220129,20220210,20220205,11420,SO51923,2320
485,20220129,20220210,20220205,11420,SO51923,22
222,20220129,20220210,20220205,11420,SO51923,35
484,20220129,20220210,20220205,28607,SO51924,8
479,20220129,20220210,20220205,11091,SO51925,9
477,20220129,20220210,20220205,11091,SO51925,5
539,20220129,20220210,20220205,14557,SO51926,25
529,20220129,20220210,20220205,14557,SO51926,4
214,20220129,20220210,20220205,14557,SO51926,35
528,20220129,20220210,20220205,25811,SO51927,5
485,20220129,20220210,20220205,25811,SO51927,22
222,20220129,20220210,20220205,25811,SO51927,35
465,20220129,20220210,20220205,25811,SO51927,24
478,20220129,20220210,20220205,29307,SO51928,10
477,20220129,20220210,20220205,29307,SO51928,5
489,20220129,20220210,20220205,17062,SO51929,54
214,20220129,20220210,20220205,15766,SO51930,35
484,20220129,20220210,20220205,13615,SO51931,8
225,20220129,20220210,20220205,12098,SO51932,9
529,20220129,20220210,20220205,11276,SO51933,4
539,20220129,20220210,20220205,11276,SO51933,25
480,20220129,20220210,20220205,11276,SO51933,2
529,20220129,20220210,20220205,28237,SO51934,4
538,20220129,20220210,20220205,28237,SO51934,21
484,20220129,20220210,20220205,28237,SO51934,8
541,20220129,20220210,20220205,26584,SO51935,29
530,20220129,20220210,20220205,26584,SO51935,5
540,20220129,20220210,20220205,11287,SO51936,33
529,20220129,20220210,20220205,11287,SO51936,4
214,20220129,20220210,20220205,11287,SO51936,35
463,20220129,20220210,20220205,11287,SO51936,24
535,20220129,20220210,20220205,17374,SO51937,25
528,20220129,20220210,20220205,17374,SO51937,5
214,20220129,20220210,20220205,17374,SO51937,35
465,20220129,20220210,20220205,17374,SO51937,24
540,20220129,20220210,20220205,24741,SO51938,33
536,20220129,20220210,20220205,23670,SO51939,30
528,20220129,20220210,20220205,23670,SO51939,5
484,20220129,20220210,20220205,23670,SO51939,8
478,20220129,20220210,20220205,14291,SO51940,10
477,20220129,20220210,20220205,14291,SO51940,5
217,20220129,20220210,20220205,14291,SO51940,35
478,20220129,20220210,20220205,20537,SO51941,10
477,20220129,20220210,20220205,20537,SO51941,5
225,20220129,20220210,20220205,20537,SO51941,9
478,20220129,20220210,20220205,11223,SO51942,10
487,20220129,20220210,20220205,11223,SO51942,55
478,20220129,20220210,20220205,12077,SO51943,10
487,20220129,20220210,20220205,12077,SO51943,55
463,20220129,20220210,20220205,12077,SO51943,24
473,20220129,20220210,20220205,18454,SO51944,64
477,20220129,20220210,20220205,18454,SO51944,5
476,20220129,20220210,20220205,18835,SO51945,70
481,20220129,20220210,20220205,18835,SO51945,9
477,20220129,20220210,20220205,12054,SO51946,5
483,20220129,20220210,20220205,12054,SO51946,120
477,20220129,20220210,20220205,16781,SO51947,5
217,20220129,20220210,20220205,16781,SO51947,35
463,20220129,20220210,20220205,16781,SO51947,24
528,20220129,20220210,20220205,15319,SO51948,5
480,20220129,20220210,20220205,15319,SO51948,2
535,20220129,20220210,20220205,16041,SO51949,25
528,20220129,20220210,20220205,16041,SO51949,5
214,20220129,20220210,20220205,16041,SO51949,35
536,20220129,20220210,20220205,22818,SO51950,30
528,20220129,20220210,20220205,22818,SO51950,5
485,20220129,20220210,20220205,22818,SO51950,22
529,20220129,20220210,20220205,24839,SO51951,4
538,20220129,20220210,20220205,24839,SO51951,21
484,20220129,20220210,20220205,24839,SO51951,8
477,20220129,20220210,20220205,24094,SO51952,5
217,20220129,20220210,20220205,24094,SO51952,35
529,20220129,20220210,20220205,25310,SO51953,4
538,20220129,20220210,20220205,25310,SO51953,21
217,20220129,20220210,20220205,25310,SO51953,35
477,20220129,20220210,20220205,20958,SO51954,5
472,20220129,20220210,20220205,20958,SO51954,64
530,20220129,20220210,20220205,13582,SO51955,5
541,20220129,20220210,20220205,13582,SO51955,29
214,20220129,20220210,20220205,13582,SO51955,35
538,20220129,20220210,20220205,29393,SO51956,21
480,20220129,20220210,20220205,29393,SO51956,2
537,20220129,20220210,20220205,12061,SO51957,35
528,20220129,20220210,20220205,12061,SO51957,5
214,20220129,20220210,20220205,12061,SO51957,35
374,20220129,20220210,20220205,20183,SO51958,2443
484,20220129,20220210,20220205,20183,SO51958,8
359,20220129,20220210,20220205,11296,SO51959,2295
485,20220129,20220210,20220205,11296,SO51959,22
480,20220129,20220210,20220205,11296,SO51959,2
225,20220129,20220210,20220205,12283,SO51960,9
577,20220129,20220210,20220205,12283,SO51960,1215
605,20220129,20220210,20220205,26749,SO51961,540
570,20220129,20220210,20220205,16491,SO51962,742
225,20220129,20220210,20220205,16491,SO51962,9
562,20220129,20220210,20220205,24063,SO51963,2384
479,20220129,20220210,20220205,24063,SO51963,9
477,20220129,20220210,20220205,24063,SO51963,5
217,20220129,20220210,20220205,24063,SO51963,35
374,20220129,20220210,20220205,18309,SO51964,2443
479,20220129,20220210,20220205,18309,SO51964,9
477,20220129,20220210,20220205,18309,SO51964,5
487,20220129,20220210,20220205,18309,SO51964,55
376,20220130,20220211,20220206,18250,SO51965,2443
529,20220130,20220211,20220206,18250,SO51965,4
540,20220130,20220211,20220206,18250,SO51965,33
355,20220130,20220211,20220206,13540,SO51966,2320
485,20220130,20220211,20220206,13540,SO51966,22
477,20220130,20220211,20220206,13540,SO51966,5
478,20220130,20220211,20220206,13540,SO51966,10
225,20220130,20220211,20220206,13540,SO51966,9
222,20220130,20220211,20220206,13540,SO51966,35
357,20220130,20220211,20220206,12807,SO51967,2320
477,20220130,20220211,20220206,12807,SO51967,5
478,20220130,20220211,20220206,12807,SO51967,10
491,20220130,20220211,20220206,12807,SO51967,54
463,20220130,20220211,20220206,12807,SO51967,24
483,20220130,20220211,20220206,13171,SO51968,120
535,20220130,20220211,20220206,14052,SO51969,25
480,20220130,20220211,20220206,14052,SO51969,2
539,20220130,20220211,20220206,17305,SO51970,25
529,20220130,20220211,20220206,17305,SO51970,4
225,20220130,20220211,20220206,17305,SO51970,9
486,20220130,20220211,20220206,17305,SO51970,159
536,20220130,20220211,20220206,16609,SO51971,30
528,20220130,20220211,20220206,16609,SO51971,5
478,20220130,20220211,20220206,16609,SO51971,10
477,20220130,20220211,20220206,16609,SO51971,5
214,20220130,20220211,20220206,16609,SO51971,35
537,20220130,20220211,20220206,21176,SO51972,35
537,20220130,20220211,20220206,22846,SO51973,35
528,20220130,20220211,20220206,22846,SO51973,5
217,20220130,20220211,20220206,22846,SO51973,35
